[ 2025-02-26 16:40:51,081 ] 16 root - INFO - Initiate the data ingestion
[ 2025-02-26 16:41:08,233 ] 49 root - INFO - performed train test split on dataframe
[ 2025-02-26 16:41:08,233 ] 50 root - INFO - excited the train test split method of Data Ingestion class
[ 2025-02-26 16:41:08,233 ] 53 root - INFO - Exporting train and test file path.
[ 2025-02-26 16:41:08,276 ] 60 root - INFO - Exported train and test file path.
[ 2025-02-26 16:41:08,276 ] 18 root - INFO - Data Initiation Completed
[ 2025-02-26 16:41:08,295 ] 22 root - INFO - Initiate the data Validation
[ 2025-02-26 16:41:08,374 ] 32 root - INFO - Required number of columns:2
[ 2025-02-26 16:41:08,374 ] 33 root - INFO - Data frame has columns:31
[ 2025-02-26 16:41:08,374 ] 32 root - INFO - Required number of columns:2
[ 2025-02-26 16:41:08,374 ] 33 root - INFO - Data frame has columns:31
[ 2025-02-26 16:41:08,485 ] 24 root - INFO - data Validation Completed
[ 2025-02-26 16:41:08,485 ] 26 root - INFO - Data Transformation started
