[ 2025-02-27 18:01:45,810 ] 16 root - INFO - Initiate the data ingestion
[ 2025-02-27 18:01:54,367 ] 51 root - INFO - performed train test split on dataframe
[ 2025-02-27 18:01:54,367 ] 52 root - INFO - excited the train test split method of Data Ingestion class
[ 2025-02-27 18:01:54,367 ] 55 root - INFO - Exporting train and test file path.
[ 2025-02-27 18:01:54,410 ] 62 root - INFO - Exported train and test file path.
[ 2025-02-27 18:01:54,410 ] 18 root - INFO - Data Initiation Completed
[ 2025-02-27 18:01:54,416 ] 22 root - INFO - Initiate the data Validation
[ 2025-02-27 18:01:54,492 ] 32 root - INFO - Required number of columns:2
[ 2025-02-27 18:01:54,493 ] 33 root - INFO - Data frame has columns:31
[ 2025-02-27 18:01:54,493 ] 32 root - INFO - Required number of columns:2
[ 2025-02-27 18:01:54,493 ] 33 root - INFO - Data frame has columns:31
[ 2025-02-27 18:01:54,595 ] 24 root - INFO - data Validation Completed
[ 2025-02-27 18:01:54,596 ] 26 root - INFO - Data Transformation started
[ 2025-02-27 18:01:54,596 ] 47 root - INFO - Entered initiate_data_transformation method of Data Transformation class
[ 2025-02-27 18:01:54,596 ] 49 root - INFO - Starting data transformation
[ 2025-02-27 18:01:54,616 ] 38 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2025-02-27 18:01:54,616 ] 41 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-02-27 18:01:54,626 ] 42 root - INFO - Entered the save_object method of mainutils class
[ 2025-02-27 18:01:54,629 ] 46 root - INFO - Exited the save_object method of mainutils class
[ 2025-02-27 18:01:54,629 ] 31 root - INFO - Data Transformation Completed
[ 2025-02-27 18:01:54,630 ] 33 root - INFO - Model training started
[ 2025-02-27 18:05:30,720 ] 42 root - INFO - Entered the save_object method of mainutils class
[ 2025-02-27 18:05:30,721 ] 46 root - INFO - Exited the save_object method of mainutils class
[ 2025-02-27 18:05:30,721 ] 101 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\02_27_2025_18_01_44\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9912654885232581, precision_score=0.9904607266084838, recall_score=0.9920715592600122), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9731031714171016, precision_score=0.9672785315243416, recall_score=0.9789983844911146))
[ 2025-02-27 18:05:30,726 ] 37 root - INFO - Model training artifact created
